MO	DA	YEAR	TMAX	TMIN	SOL	PRCP	RH	WIND
03	18	2001	16.1	-1.3	261.6	0.0	29.1	1.4
03	19	2001	17.8	1.1	269.7	0.0	24.6	2.1
03	20	2001	18.2	1.8	262.7	0.0	24.2	2.6
03	21	2001	18.6	2.0	256.9	0.0	34.2	3.0
03	22	2001	19.3	2.9	243.1	0.0	32.5	1.7
03	23	2001	17.0	4.4	237.3	0.0	31.6	3.4
03	24	2001	15.8	3.1	111.1	1.2	36.0	4.5
03	25	2001	8.7	1.9	121.5	14.8	63.8	1.2
03	26	2001	11.7	-0.4	153.9	3.4	47.6	3.0
03	27	2001	18.8	1.0	278.9	0.0	33.8	4.6
03	28	2001	21.3	5.2	284.7	0.0	34.7	0.7
03	29	2001	21.3	6.7	277.8	0.0	31.3	2.9
03	30	2001	20.4	6.5	250.0	0.0	30.4	3.3
03	31	2001	21.4	6.8	277.8	0.0	26.0	3.5
04	01	2001	20.4	6.3	218.7	0.0	28.6	1.0
04	02	2001	21.8	5.2	252.3	0.0	28.8	2.1
04	03	2001	23.0	8.4	244.2	0.0	25.1	1.7
04	04	2001	19.9	10.0	219.9	0.0	30.2	1.8
04	05	2001	23.4	9.3	209.5	0.0	22.5	3.6
04	06	2001	18.6	7.0	192.1	0.0	30.9	4.5
04	07	2001	14.1	5.3	101.9	13.2	52.1	3.5
04	08	2001	17.5	4.7	236.1	5.1	39.0	3.0
04	09	2001	13.1	0.9	226.9	1.2	39.3	2.5
04	10	2001	15.5	0.1	247.7	1.8	34.5	2.8
04	11	2001	19.6	1.6	290.5	0.0	22.0	3.1
04	12	2001	18.5	1.8	274.3	0.0	26.2	4.5
04	13	2001	17.9	0.5	287.0	0.0	21.8	2.2
04	14	2001	19.9	1.9	292.8	0.0	25.3	0.6
04	15	2001	19.0	3.8	280.1	0.0	24.8	4.5
04	16	2001	20.7	2.6	295.1	0.0	14.0	3.6
04	17	2001	18.4	2.8	298.6	0.0	20.7	3.7
04	18	2001	20.6	3.0	256.9	0.0	23.9	0.9
04	19	2001	21.1	5.4	259.3	0.0	22.5	2.8
04	20	2001	21.4	6.8	266.2	0.0	18.2	4.4
04	21	2001	20.8	5.3	297.5	0.0	17.4	2.1
04	22	2001	22.2	4.1	283.6	0.0	19.6	1.4
04	23	2001	23.6	6.6	261.6	0.0	16.8	2.4
04	24	2001	23.5	7.6	222.2	0.0	16.8	3.3
04	25	2001	23.8	9.1	258.1	0.0	23.1	2.9
04	26	2001	22.5	5.8	284.7	1.0	21.1	3.1
04	27	2001	23.5	4.6	327.5	0.0	11.7	1.7
04	28	2001	23.7	8.6	313.7	0.0	13.3	0.5
04	29	2001	24.0	8.4	200.2	0.0	14.4	0.9
04	30	2001	25.6	8.5	269.7	0.0	13.3	1.1
05	01	2001	25.0	8.5	265.0	2.0	13.6	2.1
05	02	2001	20.0	9.2	141.2	21.1	33.1	4.0
05	03	2001	16.3	7.6	140.0	10.3	53.7	4.0
05	04	2001	20.5	6.6	295.1	1.8	23.3	3.0
05	05	2001	19.7	5.0	140.0	0.0	29.1	1.3
05	06	2001	19.4	3.8	275.5	3.9	22.0	2.4
05	07	2001	19.9	5.3	230.3	0.0	27.5	4.6
05	08	2001	21.3	5.9	319.4	0.0	13.8	4.1
05	09	2001	19.2	4.7	290.5	0.0	18.9	4.4
05	10	2001	21.4	3.9	278.9	3.0	14.0	1.5
05	11	2001	23.3	7.9	300.9	0.0	13.1	3.0
05	12	2001	24.5	9.2	256.9	0.0	13.5	3.9
05	13	2001	27.7	8.3	316.0	0.0	12.6	1.9
05	14	2001	30.0	9.6	306.7	0.0	12.6	0.2
05	15	2001	28.8	13.5	265.0	0.0	16.9	2.8
05	16	2001	30.3	12.7	298.6	0.0	14.7	4.3
05	17	2001	29.4	11.1	324.1	0.0	13.5	3.4
05	18	2001	28.9	7.3	353.0	0.0	9.0	1.0
05	19	2001	28.4	6.4	349.5	0.0	7.1	1.4
05	20	2001	27.1	9.2	355.3	0.0	9.1	2.8
05	21	2001	27.4	7.9	342.6	0.0	6.9	2.4
05	22	2001	27.3	7.9	334.5	0.0	14.9	1.9
05	23	2001	30.7	7.1	331.0	0.0	11.0	1.0
05	24	2001	32.3	11.5	336.8	0.0	9.6	0.9
05	25	2001	27.6	9.9	321.8	0.0	21.4	3.1
05	26	2001	26.5	8.8	314.8	0.0	18.9	4.4
05	27	2001	30.6	9.1	343.7	0.0	12.9	2.5
05	28	2001	31.4	9.9	350.7	0.0	12.5	1.3
05	29	2001	31.0	12.3	320.6	0.0	8.9	3.0
05	30	2001	28.0	10.5	349.5	0.0	7.2	3.4
05	31	2001	29.0	9.5	350.7	0.0	6.9	2.9
06	01	2001	28.6	7.6	339.1	0.0	8.1	2.2
06	02	2001	30.8	8.6	351.9	0.0	10.0	3.5
06	03	2001	35.0	11.4	333.3	0.0	5.1	2.3
06	04	2001	35.3	12.7	331.0	0.0	6.4	2.3
06	05	2001	34.7	11.9	329.9	0.0	3.6	1.3
06	06	2001	33.0	10.5	366.9	0.0	2.9	2.7
06	07	2001	32.7	9.1	369.2	0.0	2.1	1.7
06	08	2001	33.9	8.9	356.5	0.0	4.5	0.7
06	09	2001	32.7	9.2	360.0	0.0	4.9	1.1
06	10	2001	28.1	7.3	332.2	0.0	16.8	4.0
06	11	2001	24.3	6.3	296.3	0.0	17.6	5.0
06	12	2001	22.2	6.6	215.3	7.8	22.6	4.7
06	13	2001	26.0	6.4	307.9	0.0	20.4	3.7
06	14	2001	29.0	9.3	322.9	0.0	16.7	3.9
06	15	2001	31.1	11.0	325.2	0.0	14.3	4.0
06	16	2001	32.2	13.8	295.1	0.6	11.0	2.0
06	17	2001	31.2	11.8	332.2	0.0	5.4	3.2
06	18	2001	30.3	10.5	333.3	0.0	4.9	2.0
06	19	2001	31.7	9.5	334.5	0.0	9.2	1.2
06	20	2001	32.0	9.5	332.2	0.0	12.1	3.0
06	21	2001	31.2	9.7	331.0	0.0	14.6	4.0
06	22	2001	37.3	13.1	326.4	0.0	9.2	2.1
06	23	2001	37.8	16.3	317.1	0.0	6.6	1.3
06	24	2001	37.8	15.2	329.9	0.0	4.2	2.5
06	25	2001	37.6	15.2	321.8	0.0	2.3	2.5
06	26	2001	38.3	16.2	329.9	0.0	2.7	1.7
06	27	2001	37.9	16.1	327.5	0.0	3.1	1.8
06	28	2001	37.7	15.5	322.9	0.0	3.5	1.2
06	29	2001	37.1	14.5	326.4	0.0	3.5	1.4
06	30	2001	36.0	13.8	327.5	0.0	9.6	3.5
07	01	2001	37.0	14.4	331.0	0.0	10.2	3.0
07	02	2001	37.1	14.4	332.2	0.0	4.6	0.9
07	03	2001	38.8	13.2	331.0	0.0	4.7	1.7
07	04	2001	38.1	14.9	331.0	0.0	9.2	2.6
07	05	2001	40.2	16.3	326.4	0.0	4.1	1.1
07	06	2001	39.1	16.1	318.3	0.0	5.0	1.8
07	07	2001	38.7	17.1	322.9	0.0	4.7	1.9
07	08	2001	38.6	17.9	321.8	0.0	6.5	2.1
07	09	2001	39.7	18.0	321.8	0.0	5.1	1.8
07	10	2001	39.1	17.8	331.0	0.0	4.7	1.7
07	11	2001	38.7	16.9	320.6	0.0	4.2	1.2
07	12	2001	36.6	16.6	319.4	0.0	10.4	2.9
07	13	2001	36.6	16.5	312.5	0.0	9.8	3.4
07	14	2001	39.4	16.9	309.0	0.0	5.7	2.6
07	15	2001	37.0	16.9	311.3	0.0	8.7	4.2
07	16	2001	34.2	15.4	292.8	0.0	11.9	4.5
07	17	2001	35.5	15.7	287.0	0.0	9.9	3.5
07	18	2001	29.1	14.2	213.0	4.6	21.3	1.3
07	19	2001	28.9	13.5	306.7	0.0	26.9	0.9
07	20	2001	33.9	16.0	275.5	1.6	14.0	2.0
07	21	2001	33.6	15.2	291.7	0.0	14.3	2.9
07	22	2001	33.6	14.6	306.7	0.0	14.6	4.4
07	23	2001	34.8	15.6	311.3	0.0	13.9	4.8
07	24	2001	35.9	17.0	307.9	0.0	13.2	4.5
07	25	2001	38.0	18.3	295.1	0.0	8.4	3.9
07	26	2001	38.2	19.3	233.8	0.0	8.2	3.4
07	27	2001	35.5	19.1	291.7	0.0	9.9	3.7
07	28	2001	36.3	18.4	314.8	0.0	10.4	4.1
07	29	2001	35.4	17.3	298.6	0.0	8.4	3.7
07	30	2001	36.7	16.3	296.3	0.0	5.6	3.3
07	31	2001	37.3	16.1	298.6	0.0	3.9	3.0
08	01	2001	39.9	15.8	336.8	0.0	2.6	2.0
08	02	2001	39.6	16.9	318.3	0.0	3.1	1.9
08	03	2001	40.8	18.4	302.1	0.0	3.7	3.2
08	04	2001	39.9	19.2	296.3	0.0	5.8	4.0
08	05	2001	40.1	18.3	270.8	0.0	3.6	3.5
08	06	2001	40.1	18.7	290.5	0.0	4.6	1.2
08	07	2001	39.4	19.1	304.4	0.0	6.2	1.5
08	08	2001	40.2	18.3	306.7	0.0	9.1	2.5
08	09	2001	39.5	18.7	287.0	0.0	10.3	1.8
08	10	2001	38.8	16.5	253.5	0.0	12.4	1.9
08	11	2001	27.9	15.1	302.1	1.2	39.4	4.4
08	12	2001	29.0	14.1	307.9	0.0	31.3	4.6
08	13	2001	33.6	13.3	310.2	0.0	20.6	4.0
08	14	2001	37.6	14.6	307.9	0.0	13.1	1.9
08	15	2001	39.3	17.2	314.8	0.0	8.0	0.8
08	16	2001	38.1	16.7	316.0	0.0	8.1	4.8
08	17	2001	35.3	14.9	313.7	0.0	10.5	4.5
08	18	2001	37.2	15.0	305.6	0.0	4.0	3.0
08	19	2001	38.6	17.1	306.7	0.0	5.4	2.4
08	20	2001	38.0	17.9	290.5	0.0	7.0	2.6
08	21	2001	38.7	16.9	295.1	0.0	4.4	1.0
08	22	2001	40.4	16.6	295.1	0.0	4.1	1.7
08	23	2001	39.9	17.3	292.8	0.0	5.6	0.8
08	24	2001	39.8	15.6	290.5	0.0	4.8	1.6
08	25	2001	37.7	14.6	290.5	0.0	9.7	2.0
08	26	2001	37.7	14.8	287.0	0.0	5.5	2.0
08	27	2001	35.1	13.4	278.9	0.0	4.0	1.7
08	28	2001	35.0	12.3	262.7	0.0	7.0	1.5
08	29	2001	35.7	16.4	253.5	0.0	9.6	3.3
08	30	2001	34.3	14.7	255.8	0.0	7.4	4.1
08	31	2001	32.3	13.6	260.4	0.0	9.0	3.4
09	01	2001	33.5	11.9	273.1	0.0	14.7	2.3
09	02	2001	36.2	11.2	287.0	0.0	12.5	2.5
09	03	2001	37.4	14.6	276.6	0.0	5.6	1.5
09	04	2001	35.2	13.8	277.8	0.0	7.7	3.1
09	05	2001	35.7	13.4	283.6	0.0	6.3	2.2
09	06	2001	33.7	11.8	268.5	0.0	6.5	2.1
09	07	2001	32.7	11.6	269.7	0.0	6.7	2.6
09	08	2001	32.7	11.0	255.8	0.0	6.0	2.8
09	09	2001	34.8	10.9	263.9	0.0	3.4	1.4
09	10	2001	35.2	10.6	250.0	0.0	3.4	1.1
09	11	2001	36.0	11.5	243.1	0.0	6.6	1.3
09	12	2001	36.1	11.8	240.7	0.0	1.1	1.0
09	13	2001	36.4	11.5	245.4	0.0	3.8	2.1
09	14	2001	34.7	12.3	244.2	0.0	5.1	3.1
09	15	2001	34.0	13.0	254.6	0.0	5.7	3.3
09	16	2001	32.1	11.9	252.3	0.0	2.9	2.7
09	17	2001	31.9	11.2	230.3	0.0	9.4	1.9
09	18	2001	33.2	10.6	225.7	0.0	11.2	2.4
09	19	2001	26.4	7.9	221.1	0.0	32.1	4.9
09	20	2001	28.5	6.9	210.6	2.0	15.5	3.7
09	21	2001	31.0	7.3	235.0	0.0	9.2	1.9
09	22	2001	31.4	10.8	188.7	0.0	12.2	2.4
09	23	2001	29.3	12.5	231.5	3.3	18.9	1.6
09	24	2001	23.3	12.7	211.8	0.0	40.3	1.5
09	25	2001	31.1	12.6	214.1	0.0	15.0	2.4
09	26	2001	29.7	12.0	228.0	0.0	11.4	2.9
09	27	2001	29.2	11.5	203.7	0.0	19.1	1.8
09	28	2001	31.2	12.9	187.5	0.0	13.8	2.8
09	29	2001	29.7	12.1	192.1	0.0	17.0	3.2
09	30	2001	29.4	10.6	222.2	0.0	8.5	2.0
10	01	2001	28.8	5.8	166.7	4.0	20.9	2.1
10	02	2001	21.6	5.7	223.4	0.0	33.6	4.9
10	03	2001	28.4	5.4	233.8	0.0	20.2	2.9
10	04	2001	28.1	8.1	229.2	0.0	17.7	4.2
10	05	2001	31.8	8.6	224.5	0.0	10.7	2.1
10	06	2001	29.6	9.3	221.1	0.0	9.6	4.1
10	07	2001	28.2	7.9	219.9	0.0	6.3	1.0
10	08	2001	29.8	8.5	216.4	0.0	9.0	2.0
10	09	2001	28.7	9.0	216.4	0.0	17.8	4.0
10	10	2001	30.1	8.4	215.3	0.0	11.4	3.4
10	11	2001	30.7	8.9	216.4	0.0	7.8	1.5
10	12	2001	29.2	10.0	213.0	0.0	5.4	2.0
10	13	2001	28.4	9.4	196.8	0.0	7.2	1.0
10	14	2001	28.3	8.6	181.7	0.0	6.2	1.9
10	15	2001	28.3	8.2	206.0	0.0	4.5	2.8
10	16	2001	27.9	10.7	191.0	0.0	11.7	4.3
10	17	2001	27.7	12.3	158.6	0.0	14.1	2.9
10	18	2001	27.7	11.9	116.9	0.0	14.6	3.8
10	19	2001	23.3	7.8	167.8	0.0	27.8	4.3
10	20	2001	24.1	6.2	197.9	0.0	10.4	3.3
10	21	2001	23.3	6.1	160.9	0.0	21.1	3.9
10	22	2001	23.3	9.5	110.0	0.0	26.8	4.8
10	23	2001	23.8	7.7	181.7	0.0	22.8	3.8
10	24	2001	23.0	6.0	189.8	0.0	11.2	4.8
10	25	2001	23.4	8.9	150.5	0.0	23.6	5.4
10	26	2001	21.9	8.8	148.1	0.0	35.2	3.9
10	27	2001	17.8	5.5	142.4	0.0	52.3	0.7
10	28	2001	19.3	6.8	140.0	1.5	53.7	3.2
10	29	2001	20.2	4.4	164.4	0.0	25.5	3.0
10	30	2001	18.7	2.8	173.6	0.0	18.9	4.3
10	31	2001	17.5	1.0	175.9	0.0	22.4	3.6
11	01	2001	18.8	0.9	174.8	0.0	19.6	1.9
11	02	2001	21.1	1.7	189.8	0.0	15.5	2.4
11	03	2001	24.5	4.1	152.8	0.0	17.0	2.6
11	04	2001	24.8	7.9	114.6	0.0	15.9	2.5
11	05	2001	25.6	8.7	166.7	0.0	14.5	3.3
11	06	2001	24.5	8.3	169.0	0.0	19.9	4.8
11	07	2001	19.5	4.6	75.2	0.0	30.1	3.3
11	08	2001	21.0	3.1	171.3	0.0	16.4	1.5
11	09	2001	21.7	4.4	149.3	0.0	14.8	1.8
11	10	2001	23.4	6.8	123.8	0.0	14.6	1.1
11	11	2001	19.4	7.4	93.7	0.8	24.6	1.7
11	12	2001	12.1	4.5	97.2	2.7	60.3	1.3
11	13	2001	16.1	3.1	112.3	0.0	33.7	1.6
11	14	2001	20.2	2.3	171.3	0.0	20.4	1.7
11	15	2001	20.6	3.3	152.8	0.0	15.5	3.2
11	16	2001	19.3	1.5	175.9	0.0	13.3	3.3
11	17	2001	14.1	2.1	81.0	0.7	26.6	5.8
11	18	2001	10.9	-5.3	45.1	14.7	62.4	5.0
11	19	2001	6.6	-6.1	99.5	0.0	27.2	1.2
11	20	2001	13.2	-3.8	131.9	0.0	14.4	2.9
11	21	2001	13.9	-0.3	121.5	0.0	8.6	5.6
11	22	2001	14.5	0.8	67.1	2.3	33.6	5.5
11	23	2001	13.8	-1.4	105.3	1.5	31.0	3.2
11	24	2001	13.3	-2.3	135.4	0.0	10.3	2.2
11	25	2001	15.9	0.3	131.9	0.0	9.1	3.0
11	26	2001	15.9	1.1	108.8	0.0	34.7	3.9
11	27	2001	16.1	0.4	100.7	0.0	27.1	3.7
11	28	2001	15.4	-0.4	140.0	0.0	26.2	0.5
11	29	2001	14.9	-0.4	131.9	0.0	22.7	1.6
11	30	2001	13.3	-0.8	83.3	4.1	19.2	2.8
12	01	2001	8.7	2.0	11.6	25.5	69.7	2.5
12	02	2001	11.0	-0.2	77.5	4.8	57.1	1.1
12	03	2001	13.4	-0.7	118.1	0.0	31.0	2.6
12	04	2001	11.3	0.4	11.6	17.5	67.4	5.2
12	05	2001	10.1	-1.3	134.3	0.0	35.4	3.7
12	06	2001	10.5	-1.9	105.3	0.0	35.5	3.0
12	07	2001	12.4	-1.7	140.0	0.0	21.6	2.3
12	08	2001	11.8	2.7	90.3	2.0	69.1	3.7
12	09	2001	13.8	1.3	131.9	0.0	53.3	2.8
12	10	2001	14.3	0.2	135.4	0.0	27.7	2.3
12	11	2001	9.4	1.6	64.8	0.0	48.7	2.1
12	12	2001	11.3	0.8	116.9	0.0	40.3	1.4
12	13	2001	12.2	1.2	89.1	0.0	59.6	3.4
12	14	2001	12.9	3.8	98.4	2.4	38.7	3.7
12	15	2001	12.2	-0.3	130.8	2.8	37.4	3.4
12	16	2001	7.6	-3.0	143.5	0.0	47.8	2.0
12	17	2001	11.5	-3.5	150.5	0.0	15.0	2.1
12	18	2001	11.8	0.4	113.4	0.0	15.7	5.2
12	19	2001	10.2	1.1	30.1	4.4	61.2	7.5
12	20	2001	10.0	-0.3	81.0	0.0	53.3	6.4
12	21	2001	7.6	-3.6	143.5	0.0	25.5	1.1
12	22	2001	10.0	-3.4	148.1	0.0	12.6	2.1
12	23	2001	9.6	-1.7	116.9	0.0	12.7	3.1
12	24	2001	10.9	0.5	128.5	0.0	48.5	3.5
12	25	2001	10.7	-0.1	138.9	0.0	34.1	3.8
12	26	2001	12.9	0.1	105.3	0.0	33.7	4.1
12	27	2001	13.0	1.1	78.7	0.0	45.7	3.3
12	28	2001	14.9	2.2	89.1	0.0	44.4	4.4
12	29	2001	15.4	3.2	81.0	0.0	39.7	5.7
12	30	2001	14.8	2.2	83.3	0.0	40.5	5.2
12	31	2001	14.9	2.0	23.1	0.0	46.7	3.7
01	01	2002	9.6	2.7	101.9	1.6	61.4	2.6
01	02	2002	9.8	2.2	63.7	0.0	56.8	3.6
01	03	2002	11.0	1.9	89.1	0.0	52.1	5.1
01	04	2002	9.5	-1.6	136.6	0.0	44.5	4.4
01	05	2002	9.8	-2.4	134.3	0.0	21.6	4.3
01	06	2002	11.3	-0.4	78.7	5.3	62.9	5.5
01	07	2002	11.5	-1.0	63.7	10.2	65.1	6.8
01	08	2002	3.0	-4.8	134.3	0.0	37.4	5.1
01	09	2002	4.0	-4.8	93.7	0.0	36.5	2.4
01	10	2002	6.1	-3.7	130.8	0.7	32.3	1.2
01	11	2002	3.6	-6.9	38.2	8.6	55.9	4.3
01	12	2002	-2.5	-14.4	52.1	1.0	64.6	1.7
01	13	2002	0.7	-15.5	76.4	0.0	60.9	1.9
01	14	2002	2.4	-13.1	113.4	0.0	61.1	1.9
01	15	2002	6.6	-8.6	115.7	0.0	36.3	1.4
01	16	2002	5.3	-6.5	128.5	0.0	37.9	1.2
01	17	2002	7.3	-7.9	144.7	0.0	35.9	0.9
01	18	2002	8.0	-6.3	155.1	0.0	33.6	0.5
01	19	2002	8.2	-4.7	151.6	0.0	28.7	3.2
01	20	2002	7.2	-5.8	164.4	0.0	31.1	2.2
01	21	2002	3.8	-6.0	110.0	1.8	60.6	0.4
01	22	2002	3.2	-6.3	119.2	0.0	56.0	3.8
01	23	2002	2.5	-4.5	71.8	7.0	57.2	3.0
01	24	2002	4.2	-7.8	89.1	0.0	54.8	1.9
01	25	2002	7.6	-9.0	141.2	0.0	30.2	1.8
01	26	2002	11.0	-5.4	166.7	0.0	28.3	1.1
01	27	2002	8.6	-5.2	178.2	0.0	26.2	2.7
01	28	2002	12.6	-3.2	63.7	7.0	36.9	4.8
01	29	2002	4.7	-1.8	33.6	5.8	62.4	3.7
01	30	2002	4.9	-5.1	67.1	0.0	55.0	2.9
01	31	2002	4.3	-6.1	111.1	0.0	46.3	5.3
02	01	2002	6.3	-6.7	123.8	0.0	39.6	3.6
02	02	2002	10.0	-4.4	152.8	0.0	32.0	3.5
02	03	2002	7.7	-4.0	156.2	0.0	41.4	2.3
02	04	2002	6.1	-5.7	172.5	0.0	39.0	3.1
02	05	2002	9.5	-4.4	181.7	0.0	36.2	2.6
02	06	2002	13.2	-1.4	162.0	0.0	31.5	1.3
02	07	2002	12.7	0.9	142.4	0.0	27.7	0.7
02	08	2002	11.9	0.2	131.9	0.0	31.6	0.7
02	09	2002	13.4	-0.4	195.6	0.0	32.5	0.4
02	10	2002	12.3	-0.6	182.9	0.0	35.0	3.4
02	11	2002	11.4	-0.9	137.7	1.2	40.4	3.6
02	12	2002	11.9	0.2	100.7	1.2	48.1	6.7
02	13	2002	11.6	-0.3	74.1	18.5	50.6	4.1
02	14	2002	7.9	-2.8	93.7	0.0	62.9	3.5
02	15	2002	10.4	-2.9	162.0	0.0	47.0	3.1
02	16	2002	10.5	-3.6	164.4	0.0	49.8	2.4
02	17	2002	11.2	-4.0	207.2	0.0	35.9	0.7
02	18	2002	6.6	-4.3	86.8	4.6	49.8	2.7
02	19	2002	2.6	-3.8	56.7	5.1	55.4	4.5
02	20	2002	8.1	-3.9	100.7	0.0	53.9	1.5
02	21	2002	10.5	-3.1	199.1	0.0	34.6	3.1
02	22	2002	12.5	-1.7	203.7	0.0	30.0	1.8
02	23	2002	13.6	-0.7	195.6	0.0	32.9	3.7
02	24	2002	12.7	-1.1	142.4	0.0	29.8	3.0
02	25	2002	13.5	-0.7	182.9	0.0	42.9	5.1
02	26	2002	12.6	-0.9	195.6	3.0	44.8	6.7
02	27	2002	9.2	-5.3	229.2	0.0	24.8	4.9
02	28	2002	11.6	-5.3	248.8	0.0	29.9	1.1
03	01	2002	14.7	-0.7	222.2	0.0	24.1	1.3
03	02	2002	15.8	0.2	215.3	0.0	29.2	0.8
03	03	2002	17.6	1.3	217.6	0.0	26.1	0.6
03	04	2002	17.8	2.6	224.5	0.0	27.5	3.2
03	05	2002	15.3	1.2	192.1	0.0	24.3	3.1
03	06	2002	12.5	-2.8	221.1	0.0	23.9	3.4
03	07	2002	16.2	-3.0	240.7	0.0	20.3	2.2
03	08	2002	18.7	1.4	240.7	0.0	21.2	1.7
03	09	2002	17.8	-0.2	210.6	0.0	19.9	3.1
03	10	2002	11.5	-3.3	238.4	0.0	19.0	3.6
03	11	2002	19.6	-1.3	248.8	0.0	19.0	0.7
03	12	2002	18.0	2.5	196.8	0.0	21.2	1.6
03	13	2002	20.4	5.2	225.7	0.0	18.5	3.2
03	14	2002	18.7	4.7	194.4	0.0	23.5	4.5
03	15	2002	17.8	4.6	206.0	0.0	24.9	5.6
03	16	2002	17.9	4.0	194.4	0.0	27.6	4.7
03	17	2002	11.8	3.1	57.9	19.4	60.1	3.2
03	18	2002	13.6	3.2	81.0	2.4	55.8	2.9
03	19	2002	14.2	4.5	155.1	0.0	48.3	4.2
03	20	2002	15.2	2.8	155.1	8.3	46.9	5.8
03	21	2002	12.2	1.7	206.0	1.7	40.8	5.1
03	22	2002	6.0	-2.2	83.3	8.5	59.4	5.4
03	23	2002	12.2	-2.8	191.0	0.0	42.1	3.0
03	24	2002	17.0	-0.4	263.9	0.0	29.2	3.3
03	25	2002	19.8	4.0	247.7	0.0	32.1	3.6
03	26	2002	20.0	5.7	245.4	0.0	29.5	4.4
03	27	2002	19.7	5.3	233.8	2.0	29.0	5.6
03	28	2002	13.7	0.3	160.9	1.7	51.8	3.9
03	29	2002	10.6	-0.8	188.7	2.0	32.7	3.4
03	30	2002	9.1	-1.9	138.9	1.5	43.4	3.2
03	31	2002	14.5	-2.1	226.9	0.0	28.8	1.9
04	01	2002	21.2	1.4	194.4	1.8	28.7	2.8
04	02	2002	14.0	5.7	50.9	16.9	71.2	4.7
04	03	2002	9.2	1.1	137.7	2.0	56.5	4.4
04	04	2002	10.5	0.1	128.5	0.0	50.5	4.3
04	05	2002	11.2	0.6	148.1	0.0	49.8	3.0
04	06	2002	18.1	0.3	255.8	0.0	38.3	3.8
04	07	2002	20.0	2.3	126.2	1.2	32.9	5.6
04	08	2002	18.7	0.9	261.6	0.0	24.8	3.5
04	09	2002	18.3	3.2	247.7	0.0	28.3	4.5
04	10	2002	15.3	4.7	133.1	0.0	48.5	2.2
04	11	2002	12.3	4.0	90.3	5.5	63.0	2.7
04	12	2002	9.6	0.8	55.6	16.1	68.9	2.4
04	13	2002	15.3	-0.2	196.8	1.7	49.2	1.6
04	14	2002	15.9	3.4	101.9	0.0	35.6	3.8
04	15	2002	17.9	3.4	238.4	0.0	42.4	3.6
04	16	2002	17.6	6.8	157.4	0.0	55.4	4.3
04	17	2002	22.7	7.9	165.5	0.0	35.5	3.5
04	18	2002	20.6	8.5	186.3	13.9	40.8	3.5
04	19	2002	19.8	7.7	72.9	29.4	42.2	3.8
04	20	2002	16.3	3.3	230.3	1.5	45.5	2.7
04	21	2002	12.4	2.4	230.3	4.3	46.7	3.2
04	22	2002	14.0	2.7	219.9	4.9	41.7	2.3
04	23	2002	16.6	1.9	233.8	0.0	32.9	3.2
04	24	2002	18.7	3.4	262.7	0.0	33.7	3.8
04	25	2002	20.2	3.7	164.4	0.0	31.5	6.2
04	26	2002	19.6	2.4	297.5	0.0	22.2	3.1
04	27	2002	21.6	5.3	245.4	0.0	38.6	3.1
04	28	2002	25.1	9.9	246.5	0.0	28.6	4.6
04	29	2002	23.6	6.7	217.6	0.0	27.5	3.8
04	30	2002	22.4	5.8	335.6	0.0	24.2	2.9
05	01	2002	21.7	4.7	290.5	0.0	24.6	0.8
05	02	2002	19.6	5.3	204.9	6.8	41.1	1.4
05	03	2002	19.6	5.5	240.7	28.1	40.8	1.4
05	04	2002	15.9	3.7	265.0	0.0	45.6	1.4
05	05	2002	19.5	2.9	282.4	0.0	32.0	1.8
05	06	2002	17.7	5.1	268.5	0.0	39.9	2.8
05	07	2002	19.3	6.0	277.8	0.0	35.0	3.0
05	08	2002	20.0	5.1	282.4	2.0	28.2	2.8
05	09	2002	22.4	9.5	216.4	3.4	27.5	4.3
05	10	2002	23.7	8.7	297.5	0.0	25.0	4.3
05	11	2002	23.0	8.7	214.1	0.0	23.9	4.0
05	12	2002	21.6	6.3	302.1	0.0	20.9	3.8
05	13	2002	19.4	3.2	284.7	0.0	28.5	1.3
05	14	2002	22.2	2.5	318.3	0.0	30.0	1.3
05	15	2002	24.3	7.2	251.2	0.0	22.6	4.0
05	16	2002	22.7	5.6	334.5	0.0	21.9	1.4
05	17	2002	25.3	4.7	346.1	0.0	19.1	0.4
05	18	2002	28.0	8.0	335.6	0.0	14.4	1.0
05	19	2002	28.6	11.2	335.6	0.0	16.9	3.7
05	20	2002	27.3	9.5	258.1	0.0	15.8	3.3
05	21	2002	25.1	8.4	355.3	0.0	19.7	0.7
05	22	2002	26.3	8.0	364.6	0.0	16.6	1.1
05	23	2002	27.2	8.8	336.8	0.0	11.5	1.5
05	24	2002	29.0	12.0	289.4	0.0	16.6	4.7
05	25	2002	26.1	9.1	285.9	0.0	20.7	4.2
05	26	2002	27.4	7.8	364.6	0.0	15.9	1.3
05	27	2002	29.0	9.2	355.3	0.0	11.7	1.9
05	28	2002	30.0	11.4	335.6	0.0	13.8	3.0
05	29	2002	29.6	11.0	357.6	0.0	9.9	3.6
05	30	2002	29.8	10.0	361.1	0.0	12.3	2.3
05	31	2002	30.4	11.3	351.9	0.0	11.3	2.3
06	01	2002	30.1	10.7	320.6	0.0	13.0	3.1
06	02	2002	29.1	10.7	327.5	0.0	12.3	3.6
06	03	2002	28.0	8.3	362.3	0.0	9.0	2.9
06	04	2002	30.0	7.2	355.3	0.0	5.4	1.7
06	05	2002	30.9	11.7	304.4	0.0	11.2	4.2
06	06	2002	28.4	8.2	344.9	0.0	10.2	3.9
06	07	2002	27.5	7.1	356.5	0.0	9.3	2.7
